,月,日,外気温[℃],床下空気温度,表面温度,熱流,温度差,熱伝達率
2016/3/1 0:00,3,1,-2.3,24.77201663,24.67726117,4.195316009,0.094755452,44.27519366
2016/3/1 1:00,3,1,-2.3,24.90165011,24.76374437,6.518856786,0.137905738,47.27038121
2016/3/1 2:00,3,1,-1.9,24.90173896,24.78237219,6.366540695,0.119366767,53.3359567
2016/3/1 3:00,3,1,-1.7,24.73387786,24.70382774,3.903727736,0.030050125,129.907204
2016/3/1 4:00,3,1,-1.8,24.88075562,24.75906113,5.670879536,0.121694482,46.59931523
2016/3/1 5:00,3,1,-1.7,24.8759278,24.79424444,6.014268904,0.081683362,73.62905655
2016/3/1 6:00,3,1,-1,24.71343328,24.82866674,6.599887264,-0.115233453,-57.27405615
2016/3/1 7:00,3,1,-0.8,24.8487722,24.89330552,7.308584744,-0.044533323,-164.1149663
2016/3/1 8:00,3,1,-2,24.91124447,24.93463891,6.953730314,-0.023394445,-297.2385273
2016/3/1 9:00,3,1,-1.7,25.02366118,24.84342777,3.912765447,0.180233415,21.70943411
2016/3/1 10:00,3,1,-0.5,25.1484722,24.89097786,5.177968431,0.257494342,20.10905716
2016/3/1 11:00,3,1,-0.5,22.78408342,24.40793345,-7.631566755,-1.623850034,4.699674597
2016/3/1 12:00,3,1,0.3,22.58120003,24.17372213,-7.797950227,-1.5925221,4.89660409
2016/3/1 13:00,3,1,-0.2,22.486839,23.99987237,-7.489125334,-1.513033365,4.949742358
2016/3/1 14:00,3,1,-0.2,24.78387783,24.48737787,10.71619594,0.296499958,36.14231858
2016/3/1 15:00,3,1,-1.2,24.82961664,24.51273894,7.234278049,0.316877696,22.82987457
2016/3/1 16:00,3,1,-2.5,24.97968873,24.60927769,8.295325354,0.370411046,22.39491893
2016/3/1 17:00,3,1,-3.2,24.92738347,24.62679447,7.804587957,0.300589002,25.96431641
2016/3/1 18:00,3,1,-3,24.78397779,24.57096114,5.18381743,0.21301665,24.33526878
2016/3/1 19:00,3,1,-3.6,24.96528889,24.67087224,7.272609217,0.294416644,24.7017598
2016/3/1 20:00,3,1,-4.2,24.97271113,24.69725002,6.839862895,0.275461108,24.83059386
2016/3/1 21:00,3,1,-3.8,24.79131667,24.61329992,4.041455596,0.178016752,22.70267017
2016/3/1 22:00,3,1,-4.1,24.97837223,24.72216663,6.695268752,0.256205597,26.13240629
2016/3/1 23:00,3,1,-4.1,24.96830554,24.73491122,6.386311937,0.233394324,27.36275599
2016/3/2 0:00,3,2,-4.2,24.83761102,24.66134996,3.944812204,0.176261056,22.38050927
2016/3/2 1:00,3,2,-4.4,24.94865558,24.73958322,6.018879603,0.209072361,28.7884997
2016/3/2 2:00,3,2,-4.8,24.96028334,24.74529448,5.491687618,0.214988861,25.54405652
2016/3/2 3:00,3,2,-4.9,24.80625,24.67493334,3.519374302,0.131316655,26.80066964
2016/3/2 4:00,3,2,-5.7,24.92980548,24.73632224,5.419912809,0.193483238,28.01231186
2016/3/2 5:00,3,2,-5.2,24.9208222,24.74419999,4.963211302,0.176622213,28.10071975
2016/3/2 6:00,3,2,-5.4,24.72468344,24.64414441,2.870083599,0.080539029,35.63593477
2016/3/2 7:00,3,2,-3.2,24.88099449,24.71316654,4.911044316,0.167827956,29.26237342
2016/3/2 8:00,3,2,-2.8,24.92334433,24.73331658,4.890171845,0.190027746,25.73398864
2016/3/2 9:00,3,2,-2.2,24.83204999,24.67754447,3.793801637,0.15450552,24.55447314
2016/3/2 10:00,3,2,-1.2,25.06353308,24.7939666,6.626407518,0.269566472,24.5817199
2016/3/2 11:00,3,2,-0.6,24.11399995,24.64682789,0.299977145,-0.532827943,-0.56299064
2016/3/2 12:00,3,2,-0.8,23.44862771,24.41402791,-2.03628951,-0.9654002,2.109269824
2016/3/2 13:00,3,2,-0.9,24.6762444,24.60966676,7.374222344,0.066577638,110.7612491
2016/3/2 14:00,3,2,-1.4,24.80982777,24.72480561,7.25835495,0.085022163,85.37015127
2016/3/2 15:00,3,2,-1.6,24.84580004,24.66222217,5.677258838,0.183577868,30.92561699
2016/3/2 16:00,3,2,-2.1,25.06641671,24.77113333,7.303250957,0.295283375,24.73302455
2016/3/2 17:00,3,2,-2.6,24.97248896,24.75532209,6.689919505,0.217166862,30.80543426
2016/3/2 18:00,3,2,-3.2,24.88502764,24.71152773,4.657901332,0.173499908,26.84670772
2016/3/2 19:00,3,2,-4.3,24.96853329,24.76591672,6.296170153,0.202616564,31.07431108
2016/3/2 20:00,3,2,-4.8,24.98221666,24.78698317,6.229767021,0.195233491,31.90931526
2016/3/2 21:00,3,2,-6.7,24.78894458,24.68718888,3.292040297,0.101755702,32.35239148
2016/3/2 22:00,3,2,-5.6,24.96860556,24.7725834,5.788859074,0.196022167,29.53165531
2016/3/2 23:00,3,2,-4.7,24.94622229,24.77130557,4.95942429,0.174916719,28.35306038
2016/3/3 0:00,3,3,-3.4,24.73971113,24.6719444,2.791689876,0.067766724,41.19558577
2016/3/3 1:00,3,3,-4,24.91906108,24.76466111,5.452064411,0.154399974,35.31130405
2016/3/3 2:00,3,3,-3.8,24.90703904,24.76277779,4.69681664,0.144261258,32.55771293
2016/3/3 3:00,3,3,-4.8,24.68421656,24.67113885,3.62503704,0.01307771,277.1920245
2016/3/3 4:00,3,3,-3.6,24.79813342,24.88156106,8.341706203,-0.083427645,-99.98731436
2016/3/3 5:00,3,3,-1.5,24.85291658,24.93161673,7.357341352,-0.078700148,-93.48573687
2016/3/3 6:00,3,3,-2.9,24.70468329,24.85821114,6.192032526,-0.153527845,-40.33165799
2016/3/3 7:00,3,3,-2.3,24.88836664,24.96681101,7.523157387,-0.078444373,-95.90436021
2016/3/3 8:00,3,3,0.5,25.2638222,24.96562778,5.57559567,0.298194415,18.69785413
2016/3/3 9:00,3,3,1.6,25.51907777,24.94764429,6.181536966,0.571433474,10.81759688
2016/3/3 10:00,3,3,1.9,25.42898328,24.99127225,5.643929091,0.437711029,12.89418981
2016/3/3 11:00,3,3,2.2,24.91605007,24.93838336,2.910877632,-0.022333298,-130.3380122
2016/3/3 12:00,3,3,1.6,25.2689057,24.93295561,5.774356481,0.335950095,17.18813767
2016/3/3 13:00,3,3,1.6,25.41019456,25.01502789,6.335138568,0.395166664,16.03156122
2016/3/3 14:00,3,3,2.2,25.44675003,25.04852763,5.728475557,0.398222402,14.38511628
2016/3/3 15:00,3,3,2.5,24.87241116,24.91690554,3.86320207,-0.044494381,-86.82449306
2016/3/3 16:00,3,3,1.9,25.49095564,25.08796105,7.395537771,0.402994588,18.35145679
2016/3/3 17:00,3,3,0.4,25.32490566,25.06229988,4.693414709,0.262605782,17.87247288
2016/3/3 18:00,3,3,-0.1,25.26888318,25.03927219,6.249037031,0.229610996,27.21575679
2016/3/3 19:00,3,3,-0.3,25.36338351,25.09254442,6.068988365,0.270839094,22.40809584
2016/3/3 20:00,3,3,-0.7,25.28253883,25.07374449,3.85313872,0.208794346,18.45422923
2016/3/3 21:00,3,3,-1.3,25.22781672,25.04685547,5.534274459,0.180961246,30.58264997
2016/3/3 22:00,3,3,-1.5,25.30821667,25.08753891,5.371498211,0.220677764,24.34091285
2016/3/3 23:00,3,3,-3.7,25.19883339,25.04324441,2.641176901,0.155588977,16.97534723
2016/3/4 0:00,3,4,-5.6,25.18447223,25.00885555,5.257867153,0.175616684,29.93945128
2016/3/4 1:00,3,4,-6.4,25.24255566,25.05205555,5.080396465,0.190500107,26.66873289
2016/3/4 2:00,3,4,-7.9,25.09491114,24.99021667,1.893769222,0.104694468,18.08853185
2016/3/4 3:00,3,4,-8.4,25.13064995,24.9834,5.213458083,0.147249959,35.40549761
2016/3/4 4:00,3,4,-8.5,25.17102786,25.00528339,4.327809717,0.16574447,26.11133704
2016/3/4 5:00,3,4,-8.7,25.03203334,24.9437889,2.181771572,0.088244438,24.72418226
2016/3/4 6:00,3,4,-8.2,25.09373333,24.93773333,4.577452173,0.155999997,29.34264261
2016/3/4 7:00,3,4,-6.1,25.14329438,25.01468325,5.393532175,0.128611132,41.93674434
2016/3/4 8:00,3,4,-3.3,25.03503333,24.9829778,2.506905255,0.052055537,48.15828256
2016/3/4 9:00,3,4,-0.3,22.81837779,24.4372668,-8.605915327,-1.618889008,5.315939071
2016/3/4 10:00,3,4,0.3,22.64259436,24.21556665,-8.375292091,-1.572972285,5.324500737
2016/3/4 11:00,3,4,1,22.56525554,24.03849993,-7.76661959,-1.473244387,5.271779521
2016/3/4 12:00,3,4,0.7,22.51953892,23.90010554,-6.973894632,-1.380566622,5.05147272
2016/3/4 13:00,3,4,1.1,24.0754722,24.27262236,7.815841015,-0.19715016,-39.64410172
2016/3/4 14:00,3,4,1.9,22.59834448,23.89674999,-5.938134241,-1.298405507,4.573405001
2016/3/4 15:00,3,4,1.5,22.84613888,23.83147205,-1.89380773,-0.985333169,1.921997339
2016/3/4 16:00,3,4,1,24.90242224,24.40123328,14.94837987,0.501188965,29.82583601
2016/3/4 17:00,3,4,-0.3,24.85490553,24.41642779,8.640233062,0.438477739,19.70506664
2016/3/4 18:00,3,4,-0.9,24.96447219,24.4753667,10.5050311,0.489105492,21.47804775
2016/3/4 19:00,3,4,-3,25.01370008,24.55999451,9.49177481,0.453705565,20.92056069
2016/3/4 20:00,3,4,-2.6,24.90242222,24.56167219,6.967915932,0.340750033,20.44876084
2016/3/4 21:00,3,4,-4.4,25.00860551,24.61296107,8.272541978,0.395644436,20.90903151
2016/3/4 22:00,3,4,-4.1,25.03026109,24.66616106,8.065104019,0.36410003,22.15079195
2016/3/4 23:00,3,4,-4.6,24.85642774,24.62898343,4.403784554,0.227444312,19.36203425
2016/3/5 0:00,3,5,-6.9,24.98914981,24.65986121,7.117807617,0.329288597,21.61571242
2016/3/5 1:00,3,5,-6.9,25.0005834,24.71055548,6.896626108,0.290027917,23.7791802
2016/3/5 2:00,3,5,-5.2,24.86563889,24.68430544,4.235415522,0.181333447,23.35705632
2016/3/5 3:00,3,5,-5.6,24.95925018,24.70750009,6.568056777,0.251750094,26.08959016
2016/3/5 4:00,3,5,-5.2,24.96816664,24.72430556,5.615364157,0.243861078,23.02689798
2016/3/5 5:00,3,5,-5.2,24.82175558,24.69260568,3.506223377,0.129149901,27.148479
2016/3/5 6:00,3,5,-4.5,24.9281111,24.70517771,5.604378156,0.222933381,25.13925066
2016/3/5 7:00,3,5,-2.9,24.98997218,24.78946105,6.494662247,0.200511138,32.39053114
2016/3/5 8:00,3,5,-1.3,24.89345546,24.74906656,4.435503456,0.144388905,30.71914334
2016/3/5 9:00,3,5,0.6,22.84928899,24.28897779,-7.076186921,-1.439688797,4.915080909
2016/3/5 10:00,3,5,1.3,22.48477773,24.02654448,-8.017187771,-1.541766745,5.200000451
2016/3/5 11:00,3,5,1.3,22.40291659,23.85485559,-7.497334404,-1.451938998,5.163670385
2016/3/5 12:00,3,5,1.4,22.36107774,23.71871098,-6.563352296,-1.357633241,4.83440748
2016/3/5 13:00,3,5,2.6,22.35169999,23.60566659,-5.728935907,-1.253966599,4.568651122
2016/3/5 14:00,3,5,3,22.31481667,23.48908329,-5.075732771,-1.174266618,4.322470462
2016/3/5 15:00,3,5,2.8,22.52929438,23.45485561,-1.558544516,-0.925561231,1.683891312
2016/3/5 16:00,3,5,1.9,24.6289723,24.06489993,15.2312249,0.564072367,27.00225322
2016/3/5 17:00,3,5,1.1,24.65953888,24.12156668,10.46135974,0.537972196,19.44591155
2016/3/5 18:00,3,5,0.7,24.84484997,24.2394666,11.88539888,0.605383364,19.63284686
2016/3/5 19:00,3,5,0.9,24.87529989,24.32487232,10.76163654,0.550427564,19.55141283
2016/3/5 20:00,3,5,1.3,24.80876098,24.36928331,8.825955366,0.439477666,20.08283024
2016/3/5 21:00,3,5,0.5,24.92950567,24.45080557,9.70028175,0.478700104,20.26379705
2016/3/5 22:00,3,5,1,24.95310537,24.51108889,8.919867429,0.442016481,20.1799431
2016/3/5 23:00,3,5,1.5,24.87506111,24.5144611,6.868443986,0.360600014,19.0472649
2016/3/6 0:00,3,6,2.3,24.96978893,24.57195546,8.250125968,0.397833462,20.73763713
2016/3/6 1:00,3,6,3.3,24.98872231,24.62395555,7.871458792,0.364766757,21.57943027
2016/3/6 2:00,3,6,4.1,24.89723333,24.61287217,5.801643799,0.284361165,20.40237735
2016/3/6 3:00,3,6,2.3,24.97596661,24.66485546,7.634404836,0.311111151,24.53915523
2016/3/6 4:00,3,6,2.9,25.0311334,24.72848888,7.163463906,0.30264452,23.66956425
2016/3/6 5:00,3,6,2.9,24.88088884,24.67739436,5.002207452,0.203494479,24.58153892
2016/3/6 6:00,3,6,3.3,25.01333324,24.7398777,6.956819226,0.273455544,25.44040298
2016/3/6 7:00,3,6,3.7,25.03442781,24.77414996,6.672289722,0.260277856,25.63525695
2016/3/6 8:00,3,6,4.8,24.8988,24.72881657,3.916549866,0.169983431,23.04077422
2016/3/6 9:00,3,6,5.6,25.0954111,24.77102786,6.455601275,0.32438324,19.90115544
2016/3/6 10:00,3,6,6.5,25.07949445,24.81747232,6.24177618,0.262022133,23.82156084
2016/3/6 11:00,3,6,7.2,24.9632722,24.74872783,3.573069705,0.214544366,16.65422294
2016/3/6 12:00,3,6,7.9,25.05428346,24.81302771,6.119219852,0.241255747,25.36403761
2016/3/6 13:00,3,6,8.7,25.15732224,24.82911099,5.9568761,0.328211244,18.14951867
2016/3/6 14:00,3,6,8.3,24.95748335,24.78834457,3.719133124,0.169138781,21.988648
2016/3/6 15:00,3,6,7.9,25.11517786,24.83147774,6.211411366,0.283700123,21.89428508
2016/3/6 16:00,3,6,8.9,25.1511334,24.87351089,5.99619438,0.277622503,21.59837305
2016/3/6 17:00,3,6,9.3,25.03798895,24.84511107,4.240372879,0.192877878,21.98475498
2016/3/6 18:00,3,6,9,25.14615009,24.88859439,5.990760177,0.257555707,23.26005601
2016/3/6 19:00,3,6,9.3,25.18542782,24.92441676,6.135410684,0.26101106,23.50632453
2016/3/6 20:00,3,6,9.2,25.05798352,24.85741118,4.050981898,0.200572338,20.19711161
2016/3/6 21:00,3,6,8.9,25.21417212,24.94090565,6.03479646,0.273266468,22.08392601
2016/3/6 22:00,3,6,9.1,25.22642225,24.94097766,6.188718158,0.28544459,21.68097897
2016/3/6 23:00,3,6,9.2,25.1007777,24.89926661,3.917586175,0.201511091,19.44104498
2016/3/7 0:00,3,7,7.5,25.28088893,24.96993333,6.217556043,0.310955601,19.99499616
2016/3/7 1:00,3,7,7.1,25.27451109,24.96238332,6.140638002,0.312127768,19.67347551
2016/3/7 2:00,3,7,5.5,25.21509995,24.97052788,4.490825292,0.244572074,18.36197087
2016/3/7 3:00,3,7,4.6,25.31687784,24.9928389,6.280714398,0.324038938,19.38259161
2016/3/7 4:00,3,7,3.5,25.32268346,24.99734442,6.181930329,0.325339038,19.00150186
2016/3/7 5:00,3,7,2.3,25.16641682,24.9270944,3.645076472,0.239322414,15.2308194
2016/3/7 6:00,3,7,3,25.34490568,24.98653898,5.957159316,0.358366699,16.62308281
2016/3/7 7:00,3,7,4.3,25.43934445,25.0143667,6.0844701,0.424977748,14.31714986
2016/3/7 8:00,3,7,4.8,25.4090722,25.06183331,5.037584121,0.347238897,14.50754558
2016/3/7 9:00,3,7,5.3,25.61197219,25.13877783,7.923864719,0.473194351,16.74547614
2016/3/7 10:00,3,7,5.9,23.94075553,24.86581673,-2.560326183,-0.9250612,2.767737077
2016/3/7 11:00,3,7,6.3,23.11285009,24.51937768,-6.379980456,-1.406527596,4.535979583
2016/3/7 12:00,3,7,6.7,23.03387227,24.36261122,-5.899321637,-1.328738944,4.439789821
2016/3/7 13:00,3,7,6.4,22.99741657,24.23013891,-5.223963432,-1.23272234,4.237745406
2016/3/7 14:00,3,7,6.1,22.96291115,24.11739992,-4.675226001,-1.154488761,4.049607203
2016/3/7 15:00,3,7,5.8,25.10588327,24.66468886,14.23343769,0.441194414,32.26114669
2016/3/7 16:00,3,7,5.1,25.43868887,24.7914666,11.38479597,0.647222271,17.59024137
2016/3/7 17:00,3,7,3.6,25.34827778,24.83057776,9.065641058,0.517700017,17.5113787
2016/3/7 18:00,3,7,3.1,25.49568885,24.91592215,10.6556278,0.579766706,18.37916474
2016/3/7 19:00,3,7,2.8,25.57734437,25.01855562,10.15594051,0.558788757,18.17491919
2016/3/7 20:00,3,7,2.6,25.44415554,24.99072231,7.498930255,0.453433228,16.53811366
2016/3/7 21:00,3,7,1.1,25.59722225,25.0950334,9.022156201,0.502188848,17.96566419
2016/3/7 22:00,3,7,0.8,25.63353339,25.15074442,8.625514291,0.48278897,17.86601359
2016/3/7 23:00,3,7,0.3,25.48956658,25.1191556,6.369425501,0.370410983,17.1955633
2016/3/8 0:00,3,8,-0.4,25.65951666,25.19725564,7.875924887,0.462261016,17.03783062
2016/3/8 1:00,3,8,-0.3,25.65766666,25.23172215,7.478834019,0.425944513,17.5582354
2016/3/8 2:00,3,8,-0.5,25.51137786,25.18902216,5.308968733,0.322355703,16.46928746
2016/3/8 3:00,3,8,0,25.6455445,25.26088327,7.262891271,0.384661223,18.88126703
2016/3/8 4:00,3,8,1.1,25.65921115,25.28979991,6.787786477,0.36941124,18.37460734
2016/3/8 5:00,3,8,1.3,25.49449994,25.23789447,4.648804392,0.256605466,18.11654467
2016/3/8 6:00,3,8,1.7,25.63412769,25.30674438,6.764840127,0.327383302,20.66336336
2016/3/8 7:00,3,8,2,25.7262612,25.31277763,6.308199881,0.413483575,15.25622844
2016/3/8 8:00,3,8,3.3,25.83900556,25.15578335,1.084977383,0.683222211,1.588030022
2016/3/8 9:00,3,8,3.9,26.12084432,25.26271685,6.147769495,0.858127473,7.16416813
2016/3/8 10:00,3,8,7.5,26.7890999,25.66142216,18.81547518,1.127677746,16.68515252
2016/3/8 11:00,3,8,7.4,27.35381102,26.10375001,20.2219504,1.250061016,16.17677069
2016/3/8 12:00,3,8,8.4,28.02415004,26.57300542,27.23918508,1.451144625,18.77082725
2016/3/8 13:00,3,8,7.7,28.9462611,27.33052219,35.82719542,1.615738913,22.17387669
2016/3/8 14:00,3,8,5.4,27.76397233,26.62118891,5.868471726,1.142783419,5.135244025
2016/3/8 15:00,3,8,6.1,27.89447222,26.66480559,12.22678164,1.229666634,9.943167772
2016/3/8 16:00,3,8,4.8,27.7182722,26.61484444,7.284371986,1.10342776,6.601584853
2016/3/8 17:00,3,8,3.4,27.47124458,26.49120566,4.166790176,0.980038916,4.251657875
2016/3/8 18:00,3,8,2.4,27.59008334,26.5706444,7.205966098,1.019438941,7.068560764
2016/3/8 19:00,3,8,0.6,27.55011664,26.57595008,6.32682866,0.974166559,6.494606702
2016/3/8 20:00,3,8,1.2,27.28188889,26.4565278,3.398575403,0.825361087,4.117683107
2016/3/8 21:00,3,8,1.3,27.4412389,26.54506669,6.608737234,0.896172212,7.374405439
2016/3/8 22:00,3,8,1.1,27.44166101,26.5694388,6.439208187,0.872222207,7.382531805
2016/3/8 23:00,3,8,1.2,27.21157776,26.46363322,3.712056278,0.747944539,4.963010067
2016/3/9 0:00,3,9,1,27.38949445,26.55428903,6.741101477,0.835205421,8.071189798
2016/3/9 1:00,3,9,0.3,27.36152782,26.55720005,6.466212482,0.804327774,8.039275393
2016/3/9 2:00,3,9,0.5,27.15268896,26.46794992,3.800488169,0.684739037,5.55027239
2016/3/9 3:00,3,9,-0.7,27.29987215,26.53736657,6.285895986,0.762505576,8.243737731
2016/3/9 4:00,3,9,0.2,27.28935543,26.54225561,6.201760184,0.747099826,8.301113147
2016/3/9 5:00,3,9,-0.5,27.08109448,26.44761118,3.514386438,0.633483302,5.547717561
2016/3/9 6:00,3,9,-0.9,27.23634436,26.52445551,6.112406628,0.711888854,8.586181109
2016/3/9 7:00,3,9,0.9,27.21810005,26.51346108,6.007568636,0.704638971,8.525739969
2016/3/9 8:00,3,9,0,27.07759999,26.44882218,4.2109836,0.628777809,6.697093216
2016/3/9 9:00,3,9,1.4,28.11842782,27.0040112,21.99996925,1.114416618,19.74124299
2016/3/9 10:00,3,9,1.5,29.16849436,27.76782775,31.20457061,1.400666606,22.27837123
2016/3/9 11:00,3,9,1.8,29.25677226,27.93366662,24.73101718,1.32310564,18.69164216
2016/3/9 12:00,3,9,1.5,30.16930546,28.58680006,34.96734523,1.582505404,22.09619325
2016/3/9 13:00,3,9,0.7,30.24617225,28.72873878,25.87562604,1.517433465,17.05223104
2016/3/9 14:00,3,9,0.4,30.18143328,28.71144974,19.79876311,1.469983546,13.46869709
2016/3/9 15:00,3,9,0.2,29.14022219,28.13426655,1.927291359,1.005955639,1.915881064
2016/3/9 16:00,3,9,0,28.98463327,28.04297223,2.88397469,0.941661034,3.06264631
2016/3/9 17:00,3,9,-0.6,28.63869441,27.85195559,-0.097901008,0.786738822,-0.12443902
2016/3/9 18:00,3,9,-1.4,28.7227889,27.89232227,3.70711571,0.830466626,4.463894865
2016/3/9 19:00,3,9,-1.3,28.66592775,27.8587889,3.805463451,0.80713885,4.714756887
2016/3/9 20:00,3,9,-1.8,28.37511664,27.70987785,0.963469003,0.665238787,1.448305512
2016/3/9 21:00,3,9,-2.2,28.49391118,27.75827765,4.151357156,0.735633532,5.643240791
2016/3/9 22:00,3,9,-2.8,28.43962215,27.72929988,4.065054453,0.710322278,5.722831138
2016/3/9 23:00,3,9,-3.8,28.14181669,27.5676334,1.003612668,0.574183292,1.747895979
2016/3/10 0:00,3,10,-3.7,28.27911664,27.62253326,4.292735062,0.656583385,6.537989168
2016/3/10 1:00,3,10,-5.3,28.22037216,27.58903898,3.773761011,0.631333173,5.97744768
2016/3/10 2:00,3,10,-4.8,27.88660009,27.40509437,0.517219167,0.481505725,1.074170338
2016/3/10 3:00,3,10,-4.9,28.05380552,27.46918342,3.966246123,0.584622097,6.784290473
2016/3/10 4:00,3,10,-5.6,28.01855013,27.44961108,3.809227294,0.56893905,6.695317001
2016/3/10 5:00,3,10,-5,27.68121124,27.27007786,0.514219623,0.411133378,1.250736745
2016/3/10 6:00,3,10,-4.4,27.87758331,27.34027201,4.059263213,0.537311306,7.554769772
2016/3/10 7:00,3,10,-2.4,27.86174452,27.32611102,4.049351545,0.5356335,7.559929582
2016/3/10 8:00,3,10,-0.8,27.72079436,27.23831667,4.843166101,0.48247769,10.03811409
2016/3/10 9:00,3,10,-0.5,29.2945,28.12245567,26.70527246,1.172044334,22.78520674
2016/3/10 10:00,3,10,0,30.02347774,28.71366666,33.74280093,1.309811077,25.76157854
2016/3/10 11:00,3,10,0.4,31.44837778,29.78924442,49.81203928,1.659133358,30.02292676
2016/3/10 12:00,3,10,0.6,32.13433329,30.34456659,46.15001073,1.789766699,25.78548966
2016/3/10 13:00,3,10,0.8,33.01638332,31.06503883,48.37264144,1.95134449,24.78939095
2016/3/10 14:00,3,10,-0.1,32.05109994,30.56720008,16.41591086,1.483899854,11.0626811
2016/3/10 15:00,3,10,-0.3,30.93325556,29.83679991,0.536114529,1.09645565,0.488952315
2016/3/10 16:00,3,10,-1.8,30.43196667,29.5195833,-1.578098718,0.912383372,-1.729644321
2016/3/10 17:00,3,10,-1.9,30.0201667,29.2760721,-3.512944682,0.744094601,-4.721099546
2016/3/10 18:00,3,10,-2.6,29.99302769,29.22234989,-0.501476954,0.770677795,-0.650695994
2016/3/10 19:00,3,10,-3.2,29.83722784,29.11112223,-0.455540277,0.726105614,-0.627374681
2016/3/10 20:00,3,10,-4,29.45368903,28.89088882,-2.616446184,0.56280021,-4.64897869
2016/3/10 21:00,3,10,-4.5,29.53864998,28.89884439,1.21740618,0.63980559,1.902775154
2016/3/10 22:00,3,10,-4.5,29.43991673,28.81713877,0.949450437,0.622777958,1.524540849
2016/3/10 23:00,3,10,-5.2,29.09743344,28.62495005,-1.236196387,0.472483393,-2.616380605
2016/3/11 0:00,3,11,-5.5,29.1858723,28.62936101,1.71428515,0.556511294,3.080413944
2016/3/11 1:00,3,11,-3.6,29.10122773,28.56282221,1.423877961,0.53840552,2.644619916
2016/3/11 2:00,3,11,-3.3,28.8210889,28.40625558,0.114677513,0.414833317,0.276442389
2016/3/11 3:00,3,11,-3.9,28.9531889,28.44035004,2.863900117,0.512838866,5.584405371
2016/3/11 4:00,3,11,-6.6,28.86578323,28.37337217,2.158541519,0.49241106,4.383617049
2016/3/11 5:00,3,11,-5.6,28.56333899,28.20219436,0.225038744,0.361144632,0.623126372
2016/3/11 6:00,3,11,-4.7,28.67903332,28.21859994,2.523695397,0.460433375,5.481130461
2016/3/11 7:00,3,11,-2.1,28.64468895,28.18126666,2.899449014,0.463422286,6.256602463
2016/3/11 8:00,3,11,-0.8,28.38754445,28.03856113,1.070135314,0.34898332,3.066436857
2016/3/11 9:00,3,11,-0.9,28.60074439,28.11177228,4.240749578,0.488972117,8.672784049
2016/3/11 10:00,3,11,-0.1,29.17659991,28.41922778,16.1192033,0.757372125,21.28306915
2016/3/11 11:00,3,11,0.1,30.53826126,29.38193326,31.2025743,1.156328004,26.98418977
2016/3/11 12:00,3,11,0.5,30.68064994,29.46568343,25.70833731,1.214966507,21.15970865
2016/3/11 13:00,3,11,0.6,31.4081389,30.05058328,31.55252642,1.357555618,23.24216113
2016/3/11 14:00,3,11,-0.8,31.61291104,30.21339999,28.11679863,1.399511051,20.09044416
2016/3/11 15:00,3,11,-0.3,31.28940551,30.06925556,15.48461008,1.220149956,12.69074347
2016/3/11 16:00,3,11,-1.4,30.52463334,29.64053322,2.29704099,0.884100126,2.598168379
2016/3/11 17:00,3,11,-2.1,29.95503883,29.28816104,-2.062906015,0.666877785,-3.09337942
2016/3/11 18:00,3,11,-2,29.95068891,29.25106663,0.927752088,0.699622275,1.326075685
2016/3/11 19:00,3,11,-2.6,29.80795562,29.14787221,0.593941871,0.660083408,0.899798212
2016/3/11 20:00,3,11,-2.9,29.41337786,28.92941107,-1.773053167,0.483966789,-3.663584374
2016/3/11 21:00,3,11,-3,29.51250552,28.94307219,1.534207008,0.569433333,2.694269757
2016/3/11 22:00,3,11,-3.5,29.42025551,28.86932789,1.299790384,0.55092762,2.359276132
2016/3/11 23:00,3,11,-4.3,29.06481118,28.67247217,-0.940687464,0.392339007,-2.397639406
2016/3/12 0:00,3,12,-5.2,29.21310559,28.7109945,2.34763909,0.502111092,4.675537206
2016/3/12 1:00,3,12,-5.3,29.12369436,28.63465002,1.879579345,0.489044342,3.843372029
2016/3/12 2:00,3,12,-3.9,28.81371114,28.4597391,-0.168866947,0.353972041,-0.477062951
2016/3/12 3:00,3,12,-5.9,28.96673909,28.50394457,2.819964952,0.462794514,6.09334136
2016/3/12 4:00,3,12,-6,28.88499449,28.43763864,2.353972334,0.447355849,5.261968385
2016/3/12 5:00,3,12,-5.4,28.61003897,28.28165002,0.717588557,0.328388945,2.185178787
2016/3/12 6:00,3,12,-3.2,28.74888355,28.31301668,2.81856651,0.435866871,6.466576605
2016/3/12 7:00,3,12,-1.5,28.70469442,28.26922222,3.137698284,0.435472196,7.205278118
2016/3/12 8:00,3,12,-0.9,28.65643335,28.23783887,4.826786182,0.418594475,11.5309362
2016/3/12 9:00,3,12,0,29.82512772,28.86966112,19.80747268,0.955466601,20.73068034
2016/3/12 10:00,3,12,0.6,30.07449442,29.12789448,24.24254124,0.946599941,25.61012334
2016/3/12 11:00,3,12,1.8,32.07905567,30.57031115,51.32485919,1.508744513,34.01825739
2016/3/12 12:00,3,12,1.6,33.01291121,31.32657792,52.69839,1.686333288,31.25028153
2016/3/12 13:00,3,12,2.3,34.15141111,32.23401099,55.49062137,1.917400125,28.94055375
2016/3/12 14:00,3,12,2.1,34.33928333,32.48004431,43.50976899,1.859239019,23.40192334
2016/3/12 15:00,3,12,1.9,34.02973349,32.35251117,26.57417002,1.677222322,15.84415475
2016/3/12 16:00,3,12,0.9,31.81380004,31.08276115,-12.47688599,0.731038888,-17.06733552
